28.8
28.83
32.47
36.4
38.4
35.08
38.45
36.54
38.67
42.14
38.12
37.69
38.89
42.84
41.61
37.88
40.74
42.23
41.85
40.57
41.03
42.91
39.89
40.51
42.25
41.42
42.48
41.11
43.49
41.57
42.4
42.41
43.02
41.87
41.55
41.68
41.42
42.5
42.68
42.66
43.68
42.25
41.87
41.22
40.25
41.69
42.85
42.64
41.67
41.32
